id_cliente,nome,cpf,email,telefone,cidade,uf,canal_origem,data_cadastro,limite_credito,total_comprado,ativo,obs_sistema
1586,Diego Pereira,39794959072,diego.pereira@outlook.com,11 938374555 ramal 22,Santo Angelo,RS,Site,2023-01-20,907.41,8856.97,Nao,
1067,Tatiana Souza,22881011287,tatiana.souza@empresa.com.br,(51) 90952-3542,Ijui,RS,Whatsapp,2022-07-18,9548.04,,Sim,
1024,Heitor Barbosa,07104319554,heitor.barbosa@gmail.com,55944091031,Ijui,RS,Site,2025-09-09,12314.6,44688.65,Sim,
1499,Renata Barbosa,90147080187,renata.barbosa@gmail.com,54988263967,Ijui,RS,Indicacao,2023-08-25,11003.27,9011.3,Nao,
1105,Heitor Souza,83790665661,heitor.souza@outlook.com,11940479017,Sta. Maria,RS,loja,2022-08-16,3598.03,76008.36,Sim,
1126,Bruno Rodrigues,92526505230,bruno.rodrigues@gmail.com,51 947234593 ramal 22,Sta. Maria,RS,Telefone,2021-08-02,5718.84,5924.16,Nao,
1566,Fabio Pereira,24124535750,fabio.pereira@gmail.com,51 918514213 ramal 22,Santo Angelo,RS,Whatsapp,2021-03-01,9655.5,16723.4,Sim,
1334,Lucas Ferreira,55983108669,lucas.ferreira@empresa.com.br,54 904862541 ramal 22,Santo Angelo,RS,Site,2024-03-12,12190.43,52432.39,Nao,
1527,Olivia Ferreira,25518268500,olivia.ferreira@gmail.com,92518-5620,STO ANGELO,RS,loja,2022-07-14,9424.37,8959.65,Sim,
1178,MARINA BARBOSA,84696863628,marina.barbosa@empresa.com.br,(51) 93182-5477,Ijui,RS,Indicacao,2024-10-27,2969.35,51119.31,Nao,
1135,Isabel Barbosa,57658759017,isabel.barbosa@outlook.com,54917904156,Santo Angelo,RS,loja,2024-09-03,11171.9,81883.38,Nao,
1223,Heitor Santos,01999115396,,99688-2804,Santo Angelo,RS,Indicacao,2022-12-13,,42242.77,Nao,
1587,Lucas Oliveira,,lucas.oliveira@hotmail.com,(55) 94201-3772,Santa Maria,RS,Whatsapp,2024-07-21,14928.52,22247.97,Nao,
1528,GABRIELA OLIVEIRA,39650425690,gabriela.oliveira@outlook.com,11969563098,Sta. Maria,RS,Telefone,2021-04-26,9813.56,88657.42,Sim,
1093,Olivia Oliveira,56162461558,,(55) 96471-7728,porto alegre,RS,Whatsapp,2024-02-11,3945.62,30608.51,Sim,
1363,Fabio Martins,41481072942,fabio.martins@empresa.com.br,(54) 92717-6920,Santa Maria,RS,Whatsapp,2024-01-28,3405.37,50522.09,Nao,
1503,ISABEL FERREIRA,33039406714,isabel.ferreira@empresa.com.br,11960543149,Passo Fundo,RS,Site,2022-04-03,5554.18,58789.12,Sim,
1069,DIEGO PEREIRA,61165836374,diego.pereira@empresa.com.br,95232-1348,Santo Angelo,RS,Whatsapp,2023-10-04,12171.62,31762.68,Sim,
1036,Karina Souza,68778006394,karina.souza@empresa.com.br,51 992200119 ramal 22,,RS,loja,2024-01-29,2506.83,3838.17,Sim,
1296,KARINA OLIVEIRA,85268745829,karina.oliveira@hotmail.com,(54) 93969-2210,Ijui,RS,Whatsapp,2023-02-04,11699.53,75586.87,Sim,
1160,Lucas Rodrigues,84460475375,lucas.rodrigues@empresa.com.br,(55) 93364-5048,Ijui,RS,loja,2024-07-10,9320.94,78149.92,Nao,
1362,Carla Souza,52138543525,carla.souza@empresa.com.br,93543-7065,Santa Maria,RS,Indicacao,2023-02-20,11904.57,64091.95,Nao,
1011,Carla Costa,14170586492,carla.costa@hotmail.com,(54) 94023-4483,Poa,RS,Site,2022-07-05,763.37,1381.15,Nao,
1144,Bruno Rocha,69428025659,bruno.rocha@hotmail.com,,,RS,Whatsapp,2023-12-07,8061.29,49409.16,Nao,
1405,NELSON SOUZA,,nelson.souza@hotmail.com,91510-4755,Passo Fundo,RS,Whatsapp,2022-08-06,4802.76,66676.07,Nao,
1530,Lucas Barbosa,79013292844,lucas.barbosa@empresa.com.br,(11) 99589-3519,Ijui,RS,Site,2024-12-11,7811.12,47683.81,Sim,
1556,Heitor Almeida,41431100207,,91519-2438,Santa Maria,RS,Indicacao,2022-12-12,8203.43,72453.78,Sim,
1127,Gabriela Martins,34743506256,gabriela.martins@gmail.com,54930294977,Sta. Maria,RS,Site,2024-11-02,2247.77,13423.43,Sim,
1442,Karina Rodrigues,,karina.rodrigues@hotmail.com,(54) 96774-3220,Santo Angelo,RS,loja,2022-04-20,10693.08,31024.1,Sim,
1302,Sergio Ferreira,43286872471,sergio.ferreira@gmail.com,55925658699,,RS,loja,2022-07-12,6980.79,41296.96,Nao,
1009,Renata Souza,72616751361,renata.souza@outlook.com,95242-7316,Santo Angelo,RS,loja,2024-06-18,14914.05,37914.88,Nao,
1547,Elisa Pereira,13332726837,elisa.pereira@hotmail.com,95717-5615,Passo Fundo,RS,Whatsapp,2022-02-07,2586.24,63120.33,Sim,
1176,Karina Silva,86490116193,,(55) 92960-4795,STO ANGELO,RS,loja,2021-10-03,7688.45,10344.16,Sim,
1231,Karina Rodrigues,14142808367,karina.rodrigues@outlook.com,95341-9900,STO ANGELO,RS,Indicacao,2023-02-15,10402.19,32849.41,Nao,
1210,Renata Martins,,,(55) 90644-0086,Santo Angelo,RS,Indicacao,2023-12-22,10857.04,41748.56,Sim,
1128,Tatiana Pereira,,tatiana.pereira@empresa.com.br,(11) 91041-4226,P. Alegre,RS,Telefone,2024-12-23,7935.64,21937.11,Nao,
1143,OLIVIA SANTOS,18426779774,,(54) 98231-5616,Sta. Maria,RS,Whatsapp,2024-11-01,12683.97,41876.2,Sim,
1241,CARLA PEREIRA,03218357260,,(55) 99495-6269,Passo Fundo,RS,Site,2023-11-01,4575.34,52390.31,Sim,
1007,Elisa Martins,99752882001,elisa.martins@hotmail.com,(54) 93043-4839,Ijui,RS,loja,2021-05-25,5629.87,52501.39,Sim,
1298,Paulo Pereira,43614164330,paulo.pereira@outlook.com,,Ijui,RS,Whatsapp,2025-08-02,11709.76,81432.64,Nao,
1310,Nelson Silva,96923058569,nelson.silva@outlook.com,94747-4037,Ijui,RS,Telefone,2025-01-31,9134.21,49551.28,Sim,
1435,Joao Costa,37040870927,joao.costa@empresa.com.br,54979850454,Sta. Maria,RS,Whatsapp,2021-08-01,3474.21,67841.88,Nao,
1254,ELISA ROCHA,44713380947,elisa.rocha@hotmail.com,,Passo Fundo,RS,loja,2025-10-29,1680.59,85921.8,Sim,
1428,Joao Martins,85697825800,joao.martins@empresa.com.br,90926-7313,,RS,Telefone,2024-05-13,9990.38,69480.84,Sim,
1515,Joao Martins,43864699338,joao.martins@empresa.com.br,91223-0904,Santa Maria,RS,Site,2024-09-16,4379.3,10027.34,Nao,
1008,Renata Oliveira,72902227918,renata.oliveira@empresa.com.br,51980334018,Santo Angelo,RS,Whatsapp,2025-01-25,14613.72,17946.29,Nao,
1156,HEITOR BARBOSA,65186290712,heitor.barbosa@gmail.com,(51) 95018-3862,Santa Maria,RS,Site,2024-12-14,1826.15,321.24,Sim,
1027,Carla Pereira,94019953055,,(51) 99305-6529,Santo Angelo,RS,Whatsapp,2024-12-02,1417.43,35576.7,Nao,
1436,FABIO SILVA,42563267419,fabio.silva@hotmail.com,55991996535,,RS,Indicacao,2022-01-26,7509.82,21347.57,Nao,
1266,Nelson Rodrigues,52357571630,nelson.rodrigues@gmail.com,11987115892,Ijui,RS,Site,2024-01-14,5823.96,71202.97,Nao,
1314,TATIANA ALMEIDA,56361655381,,55 944158678 ramal 22,Passo Fundo,RS,loja,2021-06-03,12304.48,46112.41,Sim,
1461,Bruno Pereira,18938467475,bruno.pereira@empresa.com.br,90828-8285,P. Alegre,RS,Indicacao,2022-03-05,,33963.39,Nao,
1064,OLIVIA COSTA,68896507674,,99693-1559,Passo Fundo,RS,Whatsapp,2024-04-11,14360.75,23089.38,Sim,
1505,Sergio Rodrigues,36179042303,,(55) 97575-3691,Santo Angelo,RS,Indicacao,2025-09-30,11131.71,14946.38,Sim,
1255,Tatiana Santos,47367369205,tatiana.santos@hotmail.com,(11) 98844-3837,Ijui,RS,Indicacao,2022-04-18,8959.18,41403.43,Nao,
1153,Nelson Silva,38813141390,,95908-6598,Santa Maria,RS,loja,2022-10-26,3750.23,10946.37,Nao,
1048,Nelson Santos,48442605069,nelson.santos@gmail.com,51916967106,porto alegre,RS,Whatsapp,2023-11-07,1702.41,80619.51,Sim,
1208,Bruno Silva,,bruno.silva@gmail.com,54 926822896 ramal 22,STO ANGELO,RS,Site,2024-05-01,4910.85,43808.06,Nao,
1489,Karina Rodrigues,37586351064,karina.rodrigues@hotmail.com,11915984143,Passo Fundo,RS,Whatsapp,2024-01-11,,82303.29,Nao,
1287,Paulo Barbosa,85625127287,paulo.barbosa@outlook.com,(54) 96128-3388,Santo Angelo,RS,Whatsapp,2023-07-14,9463.27,30071.21,Sim,
1001,Diego Martins,51819093786,diego.martins@empresa.com.br,,STO ANGELO,RS,Site,2022-05-03,1561.41,14846.59,Nao,
1427,Elisa Rodrigues,27154628108,,92711-8682,STO ANGELO,RS,loja,2024-02-05,943.19,80361.81,Nao,
1341,HEITOR FERREIRA,99453774039,heitor.ferreira@empresa.com.br,51 921114998 ramal 22,porto alegre,RS,Indicacao,2021-11-01,2111.03,26306.21,Sim,
1269,VINICIUS BARBOSA,76355064330,vinicius.barbosa@outlook.com,55971527264,Santo Angelo,RS,loja,2023-06-21,9647.78,62572.57,Nao,
1457,Tatiana Rocha,20745524271,,(54) 91554-2831,Passo Fundo,RS,loja,2022-04-05,12018.91,54131.97,Sim,
1265,NELSON RODRIGUES,37569508329,nelson.rodrigues@gmail.com,,Sta. Maria,RS,Indicacao,2022-12-20,8939.52,37922.74,Nao,
1569,TATIANA ALMEIDA,56073175597,tatiana.almeida@empresa.com.br,93400-8348,Poa,RS,Indicacao,2024-02-01,2963.74,69152.01,Sim,
1509,SERGIO OLIVEIRA,44453435413,sergio.oliveira@outlook.com,(55) 95648-4163,,RS,Telefone,2021-10-10,13483.97,78848.71,Sim,
1514,Karina Rocha,34221343194,karina.rocha@outlook.com,11 945970406 ramal 22,Sta. Maria,RS,Whatsapp,2022-12-10,4995.23,,Nao,
1368,Paulo Ferreira,08681096247,paulo.ferreira@hotmail.com,(11) 95034-2810,Passo Fundo,RS,Indicacao,2025-11-14,12818.58,76920.21,Sim,
1095,Tatiana Pereira,51176686701,tatiana.pereira@empresa.com.br,11967217672,porto alegre,RS,Site,2022-03-09,1088.53,49846.49,Nao,
1352,Paulo Ferreira,,paulo.ferreira@outlook.com,55 976778896 ramal 22,Sta. Maria,RS,Whatsapp,2021-05-30,4214.66,63928.4,Nao,
1042,Karina Silva,10483238519,,51958567326,Ijui,RS,Telefone,2021-04-03,4478.18,1197.75,Sim,
1361,Karina Martins,,karina.martins@empresa.com.br,51930575101,Ijui,RS,Site,2021-06-08,9462.62,13842.49,Sim,
1493,HEITOR PEREIRA,43003904706,heitor.pereira@hotmail.com,,STO ANGELO,RS,Telefone,2022-01-26,14358.54,72508.28,Nao,
1589,Renata Costa,15732934005,renata.costa@hotmail.com,(54) 92911-0362,Santo Angelo,RS,Whatsapp,2021-08-04,8071.88,18297.05,Sim,
1116,Karina Martins,30335611923,karina.martins@empresa.com.br,,Santo Angelo,RS,loja,2023-05-01,12099.69,440.99,Nao,
1424,VINICIUS FERREIRA,06666458254,vinicius.ferreira@empresa.com.br,94667-6574,Passo Fundo,RS,Telefone,2025-02-15,4605.4,32843.65,Sim,
1045,Vinicius Rocha,84373817181,vinicius.rocha@hotmail.com,11978077273,Santo Angelo,RS,Whatsapp,2021-07-15,8657.25,75650.93,Sim,
1161,Karina Pereira,71534702567,karina.pereira@hotmail.com,92540-3502,Ijui,RS,Site,2025-04-23,11870.89,10022.96,Sim,
1479,Isabel Martins,18810328262,,(11) 90813-0337,Poa,RS,Whatsapp,2022-02-21,12392.54,68537.19,Sim,
1117,Bruno Souza,07063308964,bruno.souza@empresa.com.br,(51) 91228-2985,P. Alegre,RS,loja,2024-10-18,8560.47,45222.76,Nao,
1288,Tatiana Ferreira,01974677061,tatiana.ferreira@empresa.com.br,54952145588,STO ANGELO,RS,Indicacao,2023-01-15,10252.39,80930.0,Sim,
1077,Renata Rocha,70226407959,renata.rocha@gmail.com,96826-9910,Ijui,RS,Indicacao,2024-01-08,14315.75,58262.2,Nao,
1559,BRUNO RODRIGUES,37370224719,bruno.rodrigues@hotmail.com,51915425685,Santo Angelo,RS,Whatsapp,2025-09-14,14528.36,72360.25,Sim,
1389,Sergio Souza,13804274723,sergio.souza@hotmail.com,(55) 97384-9829,STO ANGELO,RS,Telefone,2024-08-27,1080.93,85665.43,Sim,
1594,BRUNO BARBOSA,71725367545,,96017-1015,Santo Angelo,RS,loja,2022-10-25,10059.77,30037.35,Sim,
1412,FABIO OLIVEIRA,26710387123,fabio.oliveira@empresa.com.br,55917127895,Passo Fundo,RS,Telefone,2023-10-15,,50539.54,Nao,
1063,Bruno Rodrigues,51832655239,bruno.rodrigues@outlook.com,51974261068,Ijui,RS,Indicacao,2021-03-29,12824.23,55925.96,Nao,
1338,Bruno Pereira,27635529436,bruno.pereira@outlook.com,(55) 98039-4087,Passo Fundo,RS,Telefone,2025-07-30,3177.87,37425.7,Sim,
1315,GABRIELA OLIVEIRA,00861913874,gabriela.oliveira@empresa.com.br,(55) 99184-2653,P. Alegre,RS,Site,2025-07-14,6098.51,27419.1,Nao,
1299,Ana Silva,72878652022,ana.silva@gmail.com,51980528621,Sta. Maria,RS,loja,2023-08-25,10868.84,80621.9,Nao,
1399,Lucas Martins,13833951439,lucas.martins@empresa.com.br,(55) 98776-0729,Ijui,RS,Site,2021-11-08,2811.37,61625.08,Nao,
1230,Vinicius Souza,11320114468,,(54) 91970-5679,Santo Angelo,RS,loja,2023-07-23,5159.12,64166.69,Sim,
1297,Karina Silva,98405359762,,(11) 99954-9660,Ijui,RS,Whatsapp,2022-02-26,6900.91,9279.15,Sim,
1186,VINICIUS RODRIGUES,,vinicius.rodrigues@empresa.com.br,,Santa Maria,RS,Telefone,2025-02-27,2322.67,4743.01,Nao,
1517,LUCAS BARBOSA,13144702283,lucas.barbosa@outlook.com,(54) 90999-8939,Poa,RS,Whatsapp,2024-12-01,3233.38,51723.68,Nao,
1076,Isabel Souza,96037672499,isabel.souza@hotmail.com,(54) 92761-0773,porto alegre,RS,loja,2025-09-08,12902.25,38289.99,Sim,
1247,Olivia Rodrigues,,olivia.rodrigues@hotmail.com,51921860478,Santa Maria,RS,loja,2021-03-27,5939.63,47745.28,Sim,
1476,Paulo Almeida,54763788118,,(51) 98695-3239,Sta. Maria,RS,Indicacao,2024-02-08,11146.31,54464.4,Sim,
1085,Elisa Silva,50355076952,elisa.silva@empresa.com.br,(51) 99579-6470,Sta. Maria,RS,loja,2024-05-26,10797.09,14101.08,Nao,
1469,Marina Rocha,04802964975,marina.rocha@outlook.com,93160-3840,Santa Maria,RS,loja,2022-08-16,13945.75,84557.94,Sim,
1225,Karina Pereira,22353656297,karina.pereira@gmail.com,(54) 95028-9914,Ijui,RS,Whatsapp,2023-02-25,5847.99,80449.81,Sim,
1331,OLIVIA ROCHA,51125022544,olivia.rocha@empresa.com.br,(54) 93632-6993,Santa Maria,RS,Whatsapp,2024-08-24,8172.16,20965.86,Sim,
1233,Bruno Almeida,92051182314,bruno.almeida@empresa.com.br,,Ijui,RS,loja,2023-01-01,13746.81,63972.24,Nao,
1475,Joao Pereira,40850362541,joao.pereira@empresa.com.br,90207-4718,Passo Fundo,RS,Site,2025-05-17,6231.25,37443.62,Sim,
1558,Karina Costa,69286606722,,51 959855926 ramal 22,Sta. Maria,RS,Whatsapp,2023-11-19,7048.49,54221.99,Sim,
1421,Carla Souza,94132701626,carla.souza@hotmail.com,11 988376059 ramal 22,Ijui,RS,Site,2023-03-25,,84849.58,Nao,
1182,Nelson Almeida,50963350010,nelson.almeida@empresa.com.br,55919695064,porto alegre,RS,Indicacao,2022-04-19,2003.21,59273.48,Sim,
1332,Paulo Oliveira,23929792055,paulo.oliveira@gmail.com,94288-2478,Poa,RS,Indicacao,2025-03-31,7388.13,41894.51,Nao,
1438,Sergio Rocha,92315903917,sergio.rocha@hotmail.com,(11) 95697-7720,STO ANGELO,RS,Site,2024-02-20,3665.44,83998.76,Sim,
1049,Ana Silva,31270493720,,(51) 94877-4000,Poa,RS,Whatsapp,2021-02-07,11076.91,77487.08,Sim,
1005,DIEGO ROCHA,72803852808,diego.rocha@gmail.com,,Passo Fundo,RS,Site,2021-10-07,11228.16,46587.49,Sim,
1529,Elisa Rodrigues,09763193727,,55 918757468 ramal 22,Sta. Maria,RS,Whatsapp,2023-02-18,14849.57,83519.19,Nao,
1234,Elisa Santos,57152827854,elisa.santos@hotmail.com,(55) 96483-2247,P. Alegre,RS,Site,2021-07-05,1361.05,57295.34,Nao,
1486,Carla Almeida,48487956606,carla.almeida@outlook.com,(55) 95612-0619,porto alegre,RS,loja,2024-03-28,2462.79,,Nao,
1564,ISABEL ROCHA,29670915952,isabel.rocha@gmail.com,91576-7831,Santa Maria,RS,Indicacao,2021-11-13,10866.51,62332.52,Sim,
1497,Renata Ferreira,53566147320,renata.ferreira@empresa.com.br,(51) 95410-4649,P. Alegre,RS,loja,2024-07-23,10319.68,48747.98,Nao,
1106,Karina Santos,,karina.santos@outlook.com,99647-5893,Passo Fundo,RS,Indicacao,2024-11-13,12875.63,22128.61,Sim,
1443,Lucas Almeida,27657159968,lucas.almeida@outlook.com,(55) 94813-4967,Poa,RS,loja,2021-02-28,7793.19,30680.35,Sim,
1488,Vinicius Barbosa,20474185367,,11952910345,porto alegre,RS,Telefone,2024-03-26,7107.82,25616.48,Nao,
1012,Renata Ferreira,67868433532,,90146-2016,,RS,Site,2023-05-31,3187.6,326.04,Nao,
1190,BRUNO OLIVEIRA,13374786810,bruno.oliveira@hotmail.com,(51) 96284-5128,P. Alegre,RS,loja,2023-12-24,7562.84,66306.62,Sim,migrado 2019
1282,Nelson Santos,89171478089,nelson.santos@hotmail.com,92118-9139,Santo Angelo,RS,Whatsapp,2024-02-12,10451.75,68060.82,Sim,
1029,RENATA OLIVEIRA,,renata.oliveira@empresa.com.br,91923-9693,Santa Maria,RS,loja,2023-12-20,,11075.1,Nao,
1169,Ana Martins,25762826278,ana.martins@hotmail.com,(54) 95914-4517,Passo Fundo,RS,Whatsapp,2023-09-02,527.57,22853.18,Sim,
1180,Tatiana Silva,82628745623,tatiana.silva@outlook.com,(54) 94950-8581,STO ANGELO,RS,Telefone,2021-05-18,6735.83,40452.79,Nao,
1100,Joao Ferreira,13744998132,joao.ferreira@hotmail.com,55909910532,Passo Fundo,RS,Whatsapp,2025-10-26,7475.09,32764.59,Sim,
1197,Carla Rodrigues,08779440694,carla.rodrigues@outlook.com,54933209427,porto alegre,RS,Whatsapp,2022-07-10,7837.6,44855.89,Sim,
1495,Diego Souza,72279810874,diego.souza@hotmail.com,54958811047,Passo Fundo,RS,Site,2024-11-07,4255.29,71538.89,Sim,
1373,Fabio Souza,22392585681,fabio.souza@gmail.com,55972827676,Passo Fundo,RS,Site,2022-05-15,4130.28,8178.6,Nao,
1460,Karina Pereira,99768201903,karina.pereira@hotmail.com,51 981369173 ramal 22,Ijui,RS,loja,2025-01-01,9540.07,3288.35,Sim,
1413,Bruno Ferreira,19971892512,bruno.ferreira@outlook.com,93098-9136,Santa Maria,RS,loja,2023-07-11,1105.33,89164.97,Nao,
1131,Heitor Rocha,54421979030,heitor.rocha@empresa.com.br,(55) 90102-1302,STO ANGELO,RS,loja,2021-08-10,1695.86,17850.6,Nao,
1039,Paulo Rocha,55166160534,paulo.rocha@hotmail.com,,Santo Angelo,RS,Telefone,2021-07-04,5188.34,62015.52,Nao,
1434,Sergio Almeida,90419453274,sergio.almeida@outlook.com,(54) 97103-6428,porto alegre,RS,loja,2024-02-10,12863.53,21209.2,Sim,
1215,Sergio Ferreira,52196776296,sergio.ferreira@empresa.com.br,(51) 99825-5393,P. Alegre,RS,Whatsapp,2025-07-04,11925.86,20500.42,Nao,
1555,Ana Santos,,ana.santos@hotmail.com,(51) 97970-5859,Passo Fundo,RS,Site,2025-02-01,8260.43,48707.06,Sim,
1474,LUCAS OLIVEIRA,47241030985,lucas.oliveira@empresa.com.br,91791-6074,,RS,loja,2025-02-24,7927.02,43627.13,Sim,
1456,Isabel Souza,59825994281,isabel.souza@empresa.com.br,54981880136,Santa Maria,RS,Whatsapp,2023-09-14,10442.06,4959.91,Nao,
1260,Renata Souza,72971510926,renata.souza@outlook.com,,,RS,Whatsapp,2021-07-16,4911.86,86782.9,Sim,
1035,Vinicius Oliveira,40780667172,vinicius.oliveira@gmail.com,51 915404868 ramal 22,STO ANGELO,RS,loja,2024-03-08,720.8,21249.84,Sim,
1309,Tatiana Barbosa,11999648462,tatiana.barbosa@gmail.com,11998550969,Passo Fundo,RS,Whatsapp,2024-02-10,,50943.95,Nao,
1276,Marina Barbosa,65699084819,marina.barbosa@outlook.com,,Ijui,RS,Whatsapp,2025-11-20,6718.62,21394.16,Sim,
1393,Olivia Rocha,40065669777,olivia.rocha@hotmail.com,,Passo Fundo,RS,Indicacao,2022-09-22,12346.74,81536.35,Nao,
1107,Lucas Barbosa,24618957445,lucas.barbosa@empresa.com.br,51977500186,Poa,RS,Indicacao,2022-10-27,1009.05,12329.34,Sim,
1592,Ana Rodrigues,,ana.rodrigues@gmail.com,94818-8844,Poa,RS,Site,2022-12-18,2132.72,,Nao,
1524,ISABEL OLIVEIRA,07690418380,isabel.oliveira@gmail.com,11964041708,STO ANGELO,RS,Site,2025-11-22,9842.11,36128.38,Sim,
1047,Gabriela Barbosa,53542910686,,51900379088,Ijui,RS,Site,2021-06-24,9687.07,15651.39,Sim,
1203,Isabel Oliveira,64225788932,,90621-4131,Santo Angelo,RS,Indicacao,2024-01-18,4722.11,31169.72,Sim,
1021,Marina Costa,08474537838,marina.costa@empresa.com.br,55900376143,Sta. Maria,RS,Whatsapp,2021-06-27,,61431.0,Sim,
1402,Vinicius Ferreira,07692459279,,93250-5334,Ijui,RS,loja,2023-10-02,6681.5,30047.43,Nao,
1083,CARLA COSTA,83586505578,carla.costa@hotmail.com,55922307676,Passo Fundo,RS,Indicacao,2021-10-09,4871.6,65398.94,Nao,
1130,MARINA OLIVEIRA,67523341082,marina.oliveira@empresa.com.br,(11) 99759-8556,Sta. Maria,RS,Telefone,2023-11-03,2833.6,86623.34,Nao,
1415,MARINA COSTA,,marina.costa@empresa.com.br,55978616942,Santo Angelo,RS,loja,2024-08-25,4569.06,73770.04,Nao,
1286,BRUNO COSTA,38803061252,bruno.costa@empresa.com.br,97881-9190,Ijui,RS,Whatsapp,2022-09-23,2896.49,89842.25,Sim,
1123,Carla Martins,14042558225,carla.martins@outlook.com,54981324603,Santo Angelo,RS,Whatsapp,2024-08-31,13446.64,678.54,Sim,
1033,Ana Rocha,49668502739,ana.rocha@gmail.com,,porto alegre,RS,Whatsapp,2024-09-04,7386.08,84293.18,Sim,
1516,BRUNO SOUZA,99094398163,bruno.souza@gmail.com,94335-4063,Ijui,RS,loja,2025-09-05,7458.97,27020.97,Nao,
1019,FABIO PEREIRA,35493066683,fabio.pereira@outlook.com,(11) 94952-8831,Santo Angelo,RS,Whatsapp,2025-05-29,6761.63,,Sim,
1581,ELISA ROCHA,02103861905,,54 936813520 ramal 22,porto alegre,RS,Site,2024-12-12,12114.19,15073.03,Nao,
1219,Bruno Pereira,69611114817,bruno.pereira@gmail.com,51930298399,Ijui,RS,Whatsapp,2022-09-14,13040.09,83940.12,Sim,
1481,SERGIO PEREIRA,82092269459,sergio.pereira@gmail.com,,Santo Angelo,RS,loja,2023-03-29,14767.76,29168.92,Nao,
1356,Joao Rocha,12718297268,joao.rocha@gmail.com,11984904517,Santa Maria,RS,Whatsapp,2024-12-01,9916.87,54512.21,Nao,
1224,PAULO ALMEIDA,46470775807,paulo.almeida@outlook.com,11971127757,Ijui,RS,Indicacao,2021-12-15,766.91,87312.55,Nao,
1092,Tatiana Silva,85986365168,tatiana.silva@outlook.com,54994475897,Ijui,RS,Indicacao,2021-09-25,3470.2,32921.26,Sim,
1151,Heitor Oliveira,68973167506,heitor.oliveira@empresa.com.br,54 942818562 ramal 22,Santo Angelo,RS,Whatsapp,2024-03-23,8666.68,44773.59,Nao,
1317,Karina Santos,97577934573,karina.santos@outlook.com,,Passo Fundo,RS,Site,2023-05-05,2970.82,45220.71,Nao,
1448,ISABEL SILVA,58237886873,,54991789887,Ijui,RS,Indicacao,2023-09-21,11156.29,58595.24,Nao,
1522,Olivia Barbosa,22872439376,,11989700862,Ijui,RS,Whatsapp,2023-10-27,8146.32,16866.32,Nao,
1279,Vinicius Oliveira,69273434101,vinicius.oliveira@outlook.com,(54) 97415-1558,porto alegre,RS,Indicacao,2021-04-17,2022.09,28814.63,Sim,
1583,Gabriela Souza,24195640470,,(11) 98127-9307,porto alegre,RS,Whatsapp,2024-03-18,11277.98,20872.82,Nao,
1349,SERGIO PEREIRA,60128432653,sergio.pereira@hotmail.com,54 983382333 ramal 22,Santo Angelo,RS,Whatsapp,2025-10-07,,37685.89,Sim,
1374,Bruno Martins,35220703129,bruno.martins@hotmail.com,(55) 92580-8516,Santo Angelo,RS,Indicacao,2022-04-06,2728.6,87005.26,Nao,
1400,Nelson Santos,56294359596,,95051-2394,Santa Maria,RS,Whatsapp,2021-09-26,12935.94,82714.42,Sim,
1257,Fabio Pereira,35527726335,fabio.pereira@outlook.com,,Santa Maria,RS,Whatsapp,2025-11-17,11176.67,58000.63,Nao,
1072,Bruno Rodrigues,93978469501,,51931053516,Passo Fundo,RS,Site,2022-05-22,5561.03,39830.14,Nao,
1195,Lucas Ferreira,33687305014,lucas.ferreira@empresa.com.br,54918926243,Passo Fundo,RS,loja,2022-03-10,5400.11,86178.97,Nao,
1483,Ana Costa,,ana.costa@outlook.com,(11) 99528-9094,Passo Fundo,RS,loja,2023-04-11,,85656.62,Sim,
1137,Elisa Martins,53600395049,elisa.martins@gmail.com,(55) 93545-4595,Passo Fundo,RS,Site,2024-02-29,10298.93,69276.14,Nao,
1494,Renata Almeida,92085774078,renata.almeida@hotmail.com,98382-6198,Sta. Maria,RS,Whatsapp,2024-03-09,1123.67,34434.53,Sim,
1550,Diego Santos,67906517825,,92714-5836,Santa Maria,RS,Whatsapp,2025-05-10,8257.03,60806.54,Nao,
1462,KARINA SOUZA,37436273128,karina.souza@gmail.com,(54) 95877-0012,Passo Fundo,RS,Indicacao,2023-09-19,13613.25,13209.93,Sim,
1201,Tatiana Rocha,63179792190,tatiana.rocha@hotmail.com,51993753951,Ijui,RS,loja,2025-02-07,9287.85,36938.47,Nao,
1312,CARLA MARTINS,08197404978,carla.martins@outlook.com,55941521439,Ijui,RS,Indicacao,2024-03-23,636.47,2671.56,Sim,
1290,Vinicius Silva,45915475946,vinicius.silva@hotmail.com,(54) 92240-0997,Santa Maria,RS,Whatsapp,2021-10-21,11726.64,32276.02,Sim,
1189,Ana Ferreira,11346365976,ana.ferreira@gmail.com,55981976596,Ijui,RS,Whatsapp,2021-11-01,5073.45,40164.92,Nao,migrado 2019
1112,RENATA SANTOS,30727480798,renata.santos@gmail.com,(11) 91734-5589,Poa,RS,Site,2021-03-20,12226.56,2744.15,Sim,
1183,Renata Martins,40969407359,renata.martins@gmail.com,51954839690,Poa,RS,Indicacao,2025-04-08,4907.31,4061.56,Sim,
1152,Fabio Pereira,12794569825,fabio.pereira@outlook.com,,porto alegre,RS,Site,2023-11-09,4854.08,21979.42,Nao,
1325,Lucas Rocha,69710764921,lucas.rocha@empresa.com.br,11933098656,Ijui,RS,loja,2023-03-15,13017.43,50809.76,Sim,
